准确性权重,时间权重,稳定性权重,最优方案,最低综合风险,风险_15/18,风险_16/18,风险_18/22
0.05,0.6399999999999999,0.31,15/18,0.17532600292227013,0.17532600292227013,0.1773279678766275,0.2664109341969028
0.05,0.6299999999999999,0.32,15/18,0.17518009602018345,0.17518009602018345,0.1755068870847602,0.2622830583274539
0.05,0.6199999999999999,0.33,16/18,0.17368580629289287,0.17503418911809676,0.17368580629289287,0.258155182458005
0.05,0.6099999999999999,0.34,16/18,0.17186472550102558,0.1748882822160101,0.17186472550102558,0.2540273065885561
0.05,0.6,0.35,16/18,0.17004364470915828,0.17474237531392342,0.17004364470915828,0.24989943071910728
0.05,0.59,0.36,16/18,0.16822256391729098,0.17459646841183674,0.16822256391729098,0.24577155484965837
0.05,0.58,0.37,16/18,0.1664014831254237,0.17445056150975008,0.1664014831254237,0.24164367898020947
0.05,0.57,0.38,16/18,0.16458040233355636,0.1743046546076634,0.16458040233355636,0.23751580311076056
0.05,0.5599999999999999,0.39,16/18,0.16275932154168907,0.1741587477055767,0.16275932154168907,0.23338792724131166
0.05,0.5499999999999999,0.4,16/18,0.16093824074982174,0.17401284080349005,0.16093824074982174,0.22926005137186276
0.05,0.54,0.41,16/18,0.15911715995795445,0.17386693390140337,0.15911715995795445,0.22513217550241388
0.05,0.53,0.42,16/18,0.15729607916608715,0.17372102699931669,0.15729607916608715,0.22100429963296497
0.05,0.52,0.43,16/18,0.15547499837421982,0.17357512009723003,0.15547499837421982,0.21687642376351607
0.05,0.51,0.44,16/18,0.15365391758235256,0.17342921319514334,0.15365391758235256,0.21274854789406716
0.05,0.49999999999999994,0.45,16/18,0.1518328367904852,0.17328330629305666,0.1518328367904852,0.20862067202461823
0.05,0.48999999999999994,0.46,16/18,0.1500117559986179,0.17313739939096998,0.1500117559986179,0.20449279615516933
0.05,0.48,0.47,16/18,0.1481906752067506,0.1729914924888833,0.1481906752067506,0.20036492028572045
0.05,0.47,0.48,16/18,0.14636959441488331,0.17284558558679664,0.14636959441488331,0.19623704441627154
0.05,0.45999999999999996,0.49,16/18,0.144548513623016,0.17269967868470995,0.144548513623016,0.19210916854682264
0.05,0.44999999999999996,0.5,16/18,0.1427274328311487,0.17255377178262327,0.1427274328311487,0.18798129267737373
0.05,0.43999999999999995,0.51,16/18,0.14090635203928137,0.1724078648805366,0.14090635203928137,0.18385341680792483
0.05,0.42999999999999994,0.52,16/18,0.13908527124741407,0.1722619579784499,0.13908527124741407,0.1797255409384759
0.05,0.41999999999999993,0.53,16/18,0.13726419045554675,0.17211605107636324,0.13726419045554675,0.175597665069027
0.05,0.4099999999999999,0.54,16/18,0.13544310966367945,0.17197014417427658,0.13544310966367945,0.1714697891995781
0.05,0.3999999999999999,0.55,16/18,0.13362202887181213,0.17182423727218987,0.13362202887181213,0.16734191333012918
0.05,0.3899999999999999,0.56,16/18,0.1318009480799448,0.17167833037010322,0.1318009480799448,0.16321403746068028
0.05,0.38,0.57,16/18,0.12997986728807753,0.17153242346801656,0.12997986728807753,0.15908616159123143
0.05,0.37,0.58,16/18,0.1281587864962102,0.17138651656592985,0.1281587864962102,0.15495828572178252
0.05,0.36,0.59,16/18,0.1263377057043429,0.1712406096638432,0.1263377057043429,0.15083040985233362
0.05,0.35,0.6,16/18,0.1245166249124756,0.1710947027617565,0.1245166249124756,0.14670253398288471
0.05,0.33999999999999997,0.61,16/18,0.12269554412060829,0.17094879585966982,0.12269554412060829,0.14257465811343578
0.05,0.32999999999999996,0.62,16/18,0.120874463328741,0.17080288895758317,0.120874463328741,0.13844678224398688
0.05,0.31999999999999995,0.63,16/18,0.11905338253687367,0.17065698205549648,0.11905338253687367,0.13431890637453797
0.05,0.30999999999999994,0.64,16/18,0.11723230174500637,0.1705110751534098,0.11723230174500637,0.13019103050508907
0.05,0.29999999999999993,0.65,16/18,0.11541122095313905,0.17036516825132314,0.11541122095313905,0.12606315463564016
0.05,0.2899999999999999,0.66,16/18,0.11359014016127175,0.17021926134923646,0.11359014016127175,0.12193527876619126
0.05,0.2799999999999999,0.67,16/18,0.11176905936940444,0.17007335444714977,0.11176905936940444,0.11780740289674235
0.05,0.2699999999999999,0.68,16/18,0.10994797857753713,0.16992744754506311,0.10994797857753713,0.11367952702729345
0.05,0.26,0.69,16/18,0.10812689778566983,0.16978154064297643,0.10812689778566983,0.10955165115784458
0.05,0.25,0.7,18/22,0.10542377528839568,0.16963563374088975,0.10630581699380252,0.10542377528839568
0.05,0.24,0.71,18/22,0.10129589941894677,0.16948972683880306,0.10448473620193521,0.10129589941894677
0.05,0.22999999999999998,0.72,18/22,0.09716802354949787,0.1693438199367164,0.10266365541006792,0.09716802354949787
0.05,0.21999999999999997,0.73,18/22,0.09304014768004897,0.16919791303462972,0.10084257461820059,0.09304014768004897
0.05,0.20999999999999996,0.74,18/22,0.08891227181060005,0.16905200613254304,0.0990214938263333,0.08891227181060005
0.05,0.19999999999999996,0.75,18/22,0.08478439594115114,0.16890609923045635,0.09720041303446597,0.08478439594115114
0.05,0.18999999999999995,0.76,18/22,0.08065652007170224,0.1687601923283697,0.09537933224259867,0.08065652007170224
0.05,0.17999999999999994,0.77,18/22,0.07652864420225333,0.16861428542628304,0.09355825145073135,0.07652864420225333
0.05,0.16999999999999993,0.78,18/22,0.07240076833280443,0.16846837852419633,0.09173717065886405,0.07240076833280443
0.05,0.15999999999999992,0.79,18/22,0.06827289246335552,0.16832247162210964,0.08991608986699674,0.06827289246335552
0.05,0.1499999999999999,0.8,18/22,0.0641450165939066,0.168176564720023,0.08809500907512943,0.0641450165939066
0.05,0.1399999999999999,0.81,18/22,0.0600171407244577,0.1680306578179363,0.08627392828326212,0.0600171407244577
0.05,0.13,0.82,18/22,0.055889264855008836,0.16788475091584965,0.08445284749139484,0.055889264855008836
0.05,0.12,0.83,18/22,0.05176138898555993,0.16773884401376296,0.08263176669952751,0.05176138898555993
0.05,0.10999999999999999,0.84,18/22,0.047633513116111026,0.16759293711167628,0.0808106859076602,0.047633513116111026
0.05,0.09999999999999998,0.85,18/22,0.043505637246662114,0.1674470302095896,0.0789896051157929,0.043505637246662114
0.05,0.08999999999999997,0.86,18/22,0.03937776137721321,0.1673011233075029,0.07716852432392558,0.03937776137721321
0.05,0.07999999999999996,0.87,18/22,0.035249885507764304,0.16715521640541625,0.07534744353205827,0.035249885507764304
0.05,0.06999999999999995,0.88,18/22,0.031122009638315396,0.16700930950332957,0.07352636274019098,0.031122009638315396
0.05,0.05999999999999994,0.89,18/22,0.026994133768866488,0.1668634026012429,0.07170528194832367,0.026994133768866488
0.05,0.04999999999999993,0.9,18/22,0.022866257899417583,0.16671749569915623,0.06988420115645635,0.022866257899417583
0.05,0.039999999999999925,0.91,18/22,0.018738382029968675,0.16657158879706954,0.06806312036458904,0.018738382029968675
0.05,0.029999999999999916,0.92,18/22,0.01461050616051977,0.16642568189498286,0.06624203957272173,0.01461050616051977
0.05,0.019999999999999907,0.93,18/22,0.010482630291070863,0.1662797749928962,0.06442095878085442,0.010482630291070863
0.05,0.010000000000000009,0.94,18/22,0.006354754421622002,0.16613386809080952,0.06259987798898714,0.006354754421622002
0.05,0.0,0.95,18/22,0.002226878552173095,0.16598796118872283,0.06077879719711983,0.002226878552173095
0.06,0.94,0.0,15/18,0.178900802222615,0.178900802222615,0.23211615107207073,0.3906925859908046
0.06,0.9299999999999999,0.01,15/18,0.17875489532052832,0.17875489532052832,0.2302950702802034,0.3865647101213557
0.06,0.9199999999999999,0.02,15/18,0.17860898841844167,0.17860898841844167,0.2284739894883361,0.3824368342519068
0.06,0.9099999999999999,0.03,15/18,0.17846308151635495,0.17846308151635495,0.22665290869646879,0.37830895838245787
0.06,0.8999999999999999,0.04,15/18,0.1783171746142683,0.1783171746142683,0.2248318279046015,0.37418108251300897
0.06,0.8899999999999999,0.05,15/18,0.1781712677121816,0.1781712677121816,0.22301074711273416,0.37005320664356006
0.06,0.8799999999999999,0.06,15/18,0.17802536081009496,0.17802536081009496,0.22118966632086684,0.36592533077411116
0.06,0.8699999999999999,0.07,15/18,0.17787945390800824,0.17787945390800824,0.21936858552899954,0.36179745490466225
0.06,0.86,0.08,15/18,0.1777335470059216,0.1777335470059216,0.21754750473713227,0.35766957903521335
0.06,0.85,0.09,15/18,0.17758764010383493,0.17758764010383493,0.21572642394526498,0.35354170316576444
0.06,0.84,0.1,15/18,0.17744173320174825,0.17744173320174825,0.21390534315339765,0.34941382729631554
0.06,0.83,0.11,15/18,0.17729582629966156,0.17729582629966156,0.21208426236153033,0.34528595142686663
0.06,0.82,0.12,15/18,0.17714991939757488,0.17714991939757488,0.21026318156966303,0.34115807555741773
0.06,0.8099999999999999,0.13,15/18,0.1770040124954882,0.1770040124954882,0.2084421007777957,0.3370301996879688
0.06,0.7999999999999999,0.14,15/18,0.17685810559340154,0.17685810559340154,0.2066210199859284,0.3329023238185199
0.06,0.7899999999999999,0.15,15/18,0.17671219869131483,0.17671219869131483,0.2047999391940611,0.328774447949071
0.06,0.7799999999999999,0.16,15/18,0.17656629178922817,0.17656629178922817,0.20297885840219376,0.3246465720796221
0.06,0.7699999999999999,0.17,15/18,0.17642038488714148,0.17642038488714148,0.2011577776103265,0.3205186962101732
0.06,0.76,0.18,15/18,0.17627447798505486,0.17627447798505486,0.1993366968184592,0.31639082034072435
0.06,0.75,0.19,15/18,0.17612857108296814,0.17612857108296814,0.1975156160265919,0.31226294447127545
0.06,0.74,0.2,15/18,0.17598266418088146,0.17598266418088146,0.19569453523472458,0.30813506860182655
0.06,0.73,0.21,15/18,0.1758367572787948,0.1758367572787948,0.19387345444285725,0.30400719273237764
0.06,0.72,0.22,15/18,0.17569085037670812,0.17569085037670812,0.19205237365098995,0.29987931686292874
0.06,0.71,0.23,15/18,0.17554494347462146,0.17554494347462146,0.19023129285912263,0.29575144099347983
0.06,0.7,0.24,15/18,0.17539903657253475,0.17539903657253475,0.18841021206725533,0.2916235651240309
0.06,0.69,0.25,15/18,0.1752531296704481,0.1752531296704481,0.186589131275388,0.287495689254582
0.06,0.6799999999999999,0.26,15/18,0.1751072227683614,0.1751072227683614,0.1847680504835207,0.28336781338513306
0.06,0.6699999999999999,0.27,15/18,0.17496131586627472,0.17496131586627472,0.18294696969165342,0.27923993751568416
0.06,0.6599999999999999,0.28,15/18,0.17481540896418807,0.17481540896418807,0.1811258888997861,0.27511206164623525
0.06,0.6499999999999999,0.29,15/18,0.17466950206210136,0.17466950206210136,0.17930480810791877,0.27098418577678635
0.06,0.6399999999999999,0.3,15/18,0.17452359516001467,0.17452359516001467,0.17748372731605147,0.26685630990733744
0.06,0.6299999999999999,0.31,15/18,0.174377688257928,0.174377688257928,0.17566264652418415,0.26272843403788854
0.06,0.6199999999999999,0.32,16/18,0.17384156573231685,0.17423178135584133,0.17384156573231685,0.25860055816843963
0.06,0.6099999999999999,0.33,16/18,0.17202048494044953,0.17408587445375465,0.17202048494044953,0.2544726822989907
0.06,0.5999999999999999,0.34,16/18,0.17019940414858223,0.17393996755166796,0.17019940414858223,0.2503448064295418
0.06,0.59,0.35,16/18,0.16837832335671496,0.1737940606495813,0.16837832335671496,0.246216930560093
0.06,0.58,0.36,16/18,0.16655724256484764,0.17364815374749462,0.16655724256484764,0.2420890546906441
0.06,0.57,0.37,16/18,0.16473616177298034,0.17350224684540794,0.16473616177298034,0.2379611788211952
0.06,0.5599999999999999,0.38,16/18,0.16291508098111301,0.17335633994332128,0.16291508098111301,0.23383330295174629
0.06,0.5499999999999999,0.39,16/18,0.16109400018924572,0.1732104330412346,0.16109400018924572,0.22970542708229738
0.06,0.5399999999999999,0.4,16/18,0.1592729193973784,0.1730645261391479,0.1592729193973784,0.22557755121284848
0.06,0.53,0.41,16/18,0.1574518386055111,0.17291861923706126,0.1574518386055111,0.2214496753433996
0.06,0.52,0.42,16/18,0.1556307578136438,0.1727727123349746,0.1556307578136438,0.2173217994739507
0.06,0.51,0.43,16/18,0.1538096770217765,0.1726268054328879,0.1538096770217765,0.2131939236045018
0.06,0.49999999999999994,0.44,16/18,0.15198859622990918,0.17248089853080123,0.15198859622990918,0.20906604773505286
0.06,0.48999999999999994,0.45,16/18,0.15016751543804185,0.17233499162871455,0.15016751543804185,0.20493817186560395
0.06,0.4799999999999999,0.46,16/18,0.14834643464617453,0.17218908472662786,0.14834643464617453,0.20081029599615505
0.06,0.47,0.47,16/18,0.14652535385430726,0.1720431778245412,0.14652535385430726,0.19668242012670617
0.06,0.45999999999999996,0.48,16/18,0.14470427306243994,0.17189727092245452,0.14470427306243994,0.19255454425725727
0.06,0.44999999999999996,0.49,16/18,0.14288319227057264,0.17175136402036784,0.14288319227057264,0.18842666838780836
0.06,0.43999999999999995,0.5,16/18,0.14106211147870532,0.17160545711828118,0.14106211147870532,0.18429879251835946
0.06,0.42999999999999994,0.51,16/18,0.13924103068683802,0.17145955021619447,0.13924103068683802,0.18017091664891052
0.06,0.41999999999999993,0.52,16/18,0.1374199498949707,0.1713136433141078,0.1374199498949707,0.17604304077946162
0.06,0.4099999999999999,0.53,16/18,0.1355988691031034,0.17116773641202113,0.1355988691031034,0.1719151649100127
0.06,0.3999999999999999,0.54,16/18,0.13377778831123607,0.17102182950993444,0.13377778831123607,0.1677872890405638
0.06,0.3899999999999999,0.55,16/18,0.13195670751936878,0.17087592260784779,0.13195670751936878,0.1636594131711149
0.06,0.3799999999999999,0.56,16/18,0.13013562672750145,0.1707300157057611,0.13013562672750145,0.159531537301666
0.06,0.37,0.57,16/18,0.12831454593563418,0.17058410880367442,0.12831454593563418,0.15540366143221715
0.06,0.36,0.58,16/18,0.12649346514376686,0.17043820190158776,0.12649346514376686,0.15127578556276824
0.06,0.35,0.59,16/18,0.12467238435189955,0.17029229499950105,0.12467238435189955,0.14714790969331934
0.06,0.33999999999999997,0.6,16/18,0.12285130356003225,0.1701463880974144,0.12285130356003225,0.1430200338238704
0.06,0.32999999999999996,0.61,16/18,0.12103022276816494,0.17000048119532774,0.12103022276816494,0.1388921579544215
0.06,0.31999999999999995,0.62,16/18,0.11920914197629762,0.16985457429324102,0.11920914197629762,0.1347642820849726
0.06,0.30999999999999994,0.63,16/18,0.11738806118443032,0.16970866739115437,0.11738806118443032,0.1306364062155237
0.06,0.29999999999999993,0.64,16/18,0.115566980392563,0.16956276048906768,0.115566980392563,0.1265085303460748
0.06,0.2899999999999999,0.65,16/18,0.1137458996006957,0.169416853586981,0.1137458996006957,0.12238065447662587
0.06,0.2799999999999999,0.66,16/18,0.11192481880882839,0.16927094668489434,0.11192481880882839,0.11825277860717696
0.06,0.2699999999999999,0.67,16/18,0.11010373801696108,0.16912503978280766,0.11010373801696108,0.11412490273772806
0.06,0.2599999999999999,0.68,16/18,0.10828265722509375,0.16897913288072097,0.10828265722509375,0.10999702686827915
0.06,0.25,0.69,18/22,0.10586915099883029,0.16883322597863432,0.10646157643322648,0.10586915099883029
0.06,0.24,0.7,18/22,0.10174127512938139,0.16868731907654763,0.10464049564135917,0.10174127512938139
0.06,0.22999999999999998,0.71,18/22,0.09761339925993248,0.16854141217446095,0.10281941484949186,0.09761339925993248
0.06,0.21999999999999997,0.72,18/22,0.09348552339048358,0.1683955052723743,0.10099833405762454,0.09348552339048358
0.06,0.20999999999999996,0.73,18/22,0.08935764752103466,0.1682495983702876,0.09917725326575724,0.08935764752103466
0.06,0.19999999999999996,0.74,18/22,0.08522977165158575,0.16810369146820092,0.09735617247388992,0.08522977165158575
0.06,0.18999999999999995,0.75,18/22,0.08110189578213685,0.16795778456611427,0.09553509168202262,0.08110189578213685
0.06,0.17999999999999994,0.76,18/22,0.07697401991268794,0.16781187766402758,0.09371401089015531,0.07697401991268794
0.06,0.16999999999999993,0.77,18/22,0.07284614404323904,0.1676659707619409,0.091892930098288,0.07284614404323904
0.06,0.15999999999999992,0.78,18/22,0.06871826817379013,0.1675200638598542,0.09007184930642069,0.06871826817379013
0.06,0.1499999999999999,0.79,18/22,0.06459039230434123,0.16737415695776753,0.08825076851455338,0.06459039230434123
0.06,0.1399999999999999,0.8,18/22,0.06046251643489232,0.16722825005568087,0.08642968772268607,0.06046251643489232
0.06,0.1299999999999999,0.81,18/22,0.05633464056544341,0.1670823431535942,0.08460860693081876,0.05633464056544341
0.06,0.12,0.82,18/22,0.05220676469599455,0.1669364362515075,0.08278752613895148,0.05220676469599455
0.06,0.10999999999999999,0.83,18/22,0.048078888826545645,0.16679052934942085,0.08096644534708416,0.048078888826545645
0.06,0.09999999999999998,0.84,18/22,0.04395101295709673,0.16664462244733416,0.07914536455521685,0.04395101295709673
0.06,0.08999999999999997,0.85,18/22,0.03982313708764783,0.16649871554524748,0.07732428376334954,0.03982313708764783
0.06,0.07999999999999996,0.86,18/22,0.03569526121819892,0.1663528086431608,0.07550320297148223,0.03569526121819892
0.06,0.06999999999999995,0.87,18/22,0.03156738534875002,0.16620690174107414,0.07368212217961492,0.03156738534875002
0.06,0.05999999999999994,0.88,18/22,0.027439509479301107,0.16606099483898745,0.07186104138774763,0.027439509479301107
0.06,0.04999999999999993,0.89,18/22,0.0233116336098522,0.1659150879369008,0.0700399605958803,0.0233116336098522
0.06,0.039999999999999925,0.9,18/22,0.019183757740403297,0.1657691810348141,0.06821887980401299,0.019183757740403297
0.06,0.029999999999999916,0.91,18/22,0.015055881870954389,0.16562327413272743,0.06639779901214568,0.015055881870954389
0.06,0.019999999999999907,0.92,18/22,0.010928006001505482,0.16547736723064074,0.06457671822027838,0.010928006001505482
0.06,0.009999999999999898,0.93,18/22,0.006800130132056575,0.16533146032855406,0.06275563742841106,0.006800130132056575
0.06,0.0,0.94,18/22,0.002672254262607714,0.1651855534264674,0.06093455663654378,0.002672254262607714
0.07,0.9299999999999999,0.0,15/18,0.17795248755827286,0.17795248755827286,0.23045082971962738,0.3870100858317903
0.07,0.9199999999999999,0.01,15/18,0.1778065806561862,0.1778065806561862,0.22862974892776006,0.3828822099623414
0.07,0.9099999999999999,0.02,15/18,0.17766067375409952,0.17766067375409952,0.22680866813589276,0.3787543340928925
0.07,0.8999999999999999,0.03,15/18,0.17751476685201284,0.17751476685201284,0.22498758734402544,0.3746264582234436
0.07,0.8899999999999999,0.04,15/18,0.17736885994992616,0.17736885994992616,0.22316650655215814,0.3704985823539947
0.07,0.8799999999999999,0.05,15/18,0.1772229530478395,0.1772229530478395,0.22134542576029081,0.3663707064845458
0.07,0.8699999999999999,0.06,15/18,0.17707704614575281,0.17707704614575281,0.2195243449684235,0.3622428306150969
0.07,0.8599999999999999,0.07,15/18,0.1769311392436661,0.1769311392436661,0.21770326417655622,0.3581149547456479
0.07,0.85,0.08,15/18,0.17678523234157947,0.17678523234157947,0.21588218338468892,0.35398707887619907
0.07,0.84,0.09,15/18,0.1766393254394928,0.1766393254394928,0.21406110259282163,0.34985920300675016
0.07,0.83,0.1,15/18,0.17649341853740613,0.17649341853740613,0.2122400218009543,0.34573132713730126
0.07,0.82,0.11,15/18,0.17634751163531942,0.17634751163531942,0.21041894100908698,0.34160345126785235
0.07,0.8099999999999999,0.12,15/18,0.17620160473323274,0.17620160473323274,0.20859786021721968,0.33747557539840345
0.07,0.7999999999999999,0.13,15/18,0.17605569783114608,0.17605569783114608,0.20677677942535236,0.33334769952895454
0.07,0.7899999999999999,0.14,15/18,0.1759097909290594,0.1759097909290594,0.20495569863348506,0.32921982365950564
0.07,0.7799999999999999,0.15,15/18,0.1757638840269727,0.1757638840269727,0.20313461784161774,0.32509194779005673
0.07,0.7699999999999999,0.16,15/18,0.17561797712488603,0.17561797712488603,0.20131353704975044,0.32096407192060783
0.07,0.7599999999999999,0.17,15/18,0.17547207022279937,0.17547207022279937,0.19949245625788314,0.3168361960511589
0.07,0.75,0.18,15/18,0.1753261633207127,0.1753261633207127,0.19767137546601585,0.3127083201817101
0.07,0.74,0.19,15/18,0.175180256418626,0.175180256418626,0.19585029467414855,0.30858044431226117
0.07,0.73,0.2,15/18,0.17503434951653934,0.17503434951653934,0.19402921388228123,0.30445256844281227
0.07,0.72,0.21,15/18,0.17488844261445266,0.17488844261445266,0.1922081330904139,0.30032469257336336
0.07,0.71,0.22,15/18,0.174742535712366,0.174742535712366,0.1903870522985466,0.29619681670391446
0.07,0.7,0.23,15/18,0.17459662881027932,0.17459662881027932,0.18856597150667928,0.29206894083446555
0.07,0.69,0.24,15/18,0.17445072190819264,0.17445072190819264,0.18674489071481198,0.28794106496501665
0.07,0.6799999999999999,0.25,15/18,0.17430481500610595,0.17430481500610595,0.1849238099229447,0.2838131890955677
0.07,0.6699999999999999,0.26,15/18,0.1741589081040193,0.1741589081040193,0.18310272913107736,0.2796853132261188
0.07,0.6599999999999999,0.27,15/18,0.1740130012019326,0.1740130012019326,0.18128164833921007,0.2755574373566699
0.07,0.6499999999999999,0.28,15/18,0.17386709429984593,0.17386709429984593,0.17946056754734274,0.27142956148722097
0.07,0.6399999999999999,0.29,15/18,0.17372118739775924,0.17372118739775924,0.17763948675547542,0.26730168561777207
0.07,0.6299999999999999,0.3,15/18,0.17357528049567256,0.17357528049567256,0.17581840596360812,0.26317380974832316
0.07,0.6199999999999999,0.31,15/18,0.1734293735935859,0.1734293735935859,0.1739973251717408,0.25904593387887426
0.07,0.6099999999999999,0.32,16/18,0.1721762443798735,0.17328346669149922,0.1721762443798735,0.25491805800942535
0.07,0.5999999999999999,0.33,16/18,0.17035516358800618,0.17313755978941253,0.17035516358800618,0.25079018213997645
0.07,0.5899999999999999,0.34,16/18,0.1685340827961389,0.17299165288732588,0.1685340827961389,0.24666230627052754
0.07,0.58,0.35,16/18,0.1667130020042716,0.1728457459852392,0.1667130020042716,0.2425344304010787
0.07,0.57,0.36,16/18,0.16489192121240429,0.1726998390831525,0.16489192121240429,0.2384065545316298
0.07,0.5599999999999999,0.37,16/18,0.163070840420537,0.17255393218106585,0.163070840420537,0.23427867866218088
0.07,0.5499999999999999,0.38,16/18,0.16124975962866966,0.17240802527897917,0.16124975962866966,0.23015080279273198
0.07,0.5399999999999999,0.39,16/18,0.15942867883680237,0.17226211837689248,0.15942867883680237,0.22602292692328307
0.07,0.5299999999999999,0.4,16/18,0.15760759804493504,0.17211621147480582,0.15760759804493504,0.22189505105383417
0.07,0.52,0.41,16/18,0.15578651725306775,0.17197030457271914,0.15578651725306775,0.2177671751843853
0.07,0.51,0.42,16/18,0.15396543646120045,0.17182439767063246,0.15396543646120045,0.2136392993149364
0.07,0.49999999999999994,0.43,16/18,0.15214435566933313,0.17167849076854577,0.15214435566933313,0.20951142344548745
0.07,0.48999999999999994,0.44,16/18,0.15032327487746583,0.1715325838664591,0.15032327487746583,0.20538354757603855
0.07,0.4799999999999999,0.45,16/18,0.1485021940855985,0.17138667696437243,0.1485021940855985,0.20125567170658964
0.07,0.4699999999999999,0.46,16/18,0.1466811132937312,0.17124077006228575,0.1466811132937312,0.19712779583714074
0.07,0.45999999999999996,0.47,16/18,0.1448600325018639,0.17109486316019906,0.1448600325018639,0.19299991996769186
0.07,0.44999999999999996,0.48,16/18,0.1430389517099966,0.1709489562581124,0.1430389517099966,0.18887204409824296
0.07,0.43999999999999995,0.49,16/18,0.1412178709181293,0.17080304935602572,0.1412178709181293,0.18474416822879405
0.07,0.42999999999999994,0.5,16/18,0.139396790126262,0.17065714245393904,0.139396790126262,0.18061629235934512
0.07,0.41999999999999993,0.51,16/18,0.13757570933439467,0.17051123555185238,0.13757570933439467,0.17648841648989622
0.07,0.4099999999999999,0.52,16/18,0.13575462854252734,0.17036532864976567,0.13575462854252734,0.1723605406204473
0.07,0.3999999999999999,0.53,16/18,0.13393354775066005,0.170219421747679,0.13393354775066005,0.1682326647509984
0.07,0.3899999999999999,0.54,16/18,0.13211246695879272,0.17007351484559236,0.13211246695879272,0.1641047888815495
0.07,0.3799999999999999,0.55,16/18,0.13029138616692543,0.16992760794350564,0.13029138616692543,0.1599769130121006
0.07,0.3699999999999999,0.56,16/18,0.1284703053750581,0.169781701041419,0.1284703053750581,0.1558490371426517
0.07,0.36,0.57,16/18,0.12664922458319083,0.1696357941393323,0.12664922458319083,0.15172116127320284
0.07,0.35,0.58,16/18,0.12482814379132351,0.16948988723724562,0.12482814379132351,0.14759328540375394
0.07,0.33999999999999997,0.59,16/18,0.12300706299945621,0.16934398033515896,0.12300706299945621,0.143465409534305
0.07,0.32999999999999996,0.6,16/18,0.1211859822075889,0.16919807343307228,0.1211859822075889,0.1393375336648561
0.07,0.31999999999999995,0.61,16/18,0.11936490141572159,0.1690521665309856,0.11936490141572159,0.1352096577954072
0.07,0.30999999999999994,0.62,16/18,0.11754382062385427,0.16890625962889894,0.11754382062385427,0.1310817819259583
0.07,0.29999999999999993,0.63,16/18,0.11572273983198697,0.16876035272681225,0.11572273983198697,0.12695390605650939
0.07,0.2899999999999999,0.64,16/18,0.11390165904011967,0.16861444582472557,0.11390165904011967,0.1228260301870605
0.07,0.2799999999999999,0.65,16/18,0.11208057824825235,0.1684685389226389,0.11208057824825235,0.11869815431761159
0.07,0.2699999999999999,0.66,16/18,0.11025949745638504,0.16832263202055223,0.11025949745638504,0.11457027844816269
0.07,0.2599999999999999,0.67,16/18,0.10843841666451773,0.16817672511846554,0.10843841666451773,0.11044240257871378
0.07,0.2499999999999999,0.68,18/22,0.10631452670926488,0.16803081821637886,0.1066173358726504,0.10631452670926488
0.07,0.24,0.69,18/22,0.10218665083981601,0.16788491131429217,0.10479625508078312,0.10218665083981601
0.07,0.22999999999999998,0.7,18/22,0.09805877497036711,0.16773900441220552,0.10297517428891581,0.09805877497036711
0.07,0.21999999999999997,0.71,18/22,0.0939308991009182,0.16759309751011883,0.1011540934970485,0.0939308991009182
0.07,0.20999999999999996,0.72,18/22,0.08980302323146928,0.16744719060803215,0.09933301270518119,0.08980302323146928
0.07,0.19999999999999996,0.73,18/22,0.08567514736202038,0.1673012837059455,0.09751193191331389,0.08567514736202038
0.07,0.18999999999999995,0.74,18/22,0.08154727149257147,0.1671553768038588,0.09569085112144657,0.08154727149257147
0.07,0.17999999999999994,0.75,18/22,0.07741939562312257,0.16700946990177212,0.09386977032957927,0.07741939562312257
0.07,0.16999999999999993,0.76,18/22,0.07329151975367366,0.16686356299968547,0.09204868953771196,0.07329151975367366
0.07,0.15999999999999992,0.77,18/22,0.06916364388422476,0.16671765609759878,0.09022760874584465,0.06916364388422476
0.07,0.1499999999999999,0.78,18/22,0.06503576801477584,0.1665717491955121,0.08840652795397734,0.06503576801477584
0.07,0.1399999999999999,0.79,18/22,0.060907892145326936,0.1664258422934254,0.08658544716211003,0.060907892145326936
0.07,0.1299999999999999,0.8,18/22,0.05678001627587803,0.16627993539133876,0.0847643663702427,0.05678001627587803
0.07,0.11999999999999988,0.81,18/22,0.05265214040642912,0.16613402848925207,0.08294328557837541,0.05265214040642912
0.07,0.10999999999999999,0.82,18/22,0.04852426453698026,0.1659881215871654,0.08112220478650811,0.04852426453698026
0.07,0.09999999999999998,0.83,18/22,0.04439638866753135,0.16584221468507873,0.0793011239946408,0.04439638866753135
0.07,0.08999999999999997,0.84,18/22,0.04026851279808245,0.16569630778299205,0.07748004320277349,0.04026851279808245
0.07,0.07999999999999996,0.85,18/22,0.03614063692863354,0.16555040088090536,0.0756589624109062,0.03614063692863354
0.07,0.06999999999999995,0.86,18/22,0.03201276105918464,0.16540449397881868,0.07383788161903887,0.03201276105918464
0.07,0.05999999999999994,0.87,18/22,0.02788488518973573,0.16525858707673202,0.07201680082717157,0.02788488518973573
0.07,0.04999999999999993,0.88,18/22,0.023757009320286824,0.16511268017464534,0.07019572003530426,0.023757009320286824
0.07,0.039999999999999925,0.89,18/22,0.019629133450837916,0.16496677327255865,0.06837463924343695,0.019629133450837916
0.07,0.029999999999999916,0.9,18/22,0.015501257581389007,0.164820866370472,0.06655355845156964,0.015501257581389007
