误差倍数,误差标准差,repeat,方案,确定达标比例,确定未达标比例,区间不确定比例,已知状态达标率,相对无误差状态改变率
1.0,0.0037158655842000014,22,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.026217228464419477
1.0,0.0037158655842000014,22,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
1.0,0.0037158655842000014,23,15/18,0.8202247191011236,0.07116104868913857,0.10861423220973783,0.9201680672268907,0.0449438202247191
1.0,0.0037158655842000014,23,16/18,0.8426966292134831,0.06741573033707865,0.0898876404494382,0.9259259259259259,0.04119850187265917
1.0,0.0037158655842000014,23,18/22,0.9063670411985019,0.026217228464419477,0.06741573033707865,0.9718875502008032,0.018726591760299626
1.0,0.0037158655842000014,24,15/18,0.8389513108614233,0.052434456928838954,0.10861423220973783,0.9411764705882353,0.04119850187265917
1.0,0.0037158655842000014,24,16/18,0.8614232209737828,0.04868913857677903,0.0898876404494382,0.9465020576131687,0.0299625468164794
1.0,0.0037158655842000014,24,18/22,0.9288389513108615,0.02247191011235955,0.04868913857677903,0.9763779527559056,0.018726591760299626
1.0,0.0037158655842000014,25,15/18,0.8239700374531835,0.06741573033707865,0.10861423220973783,0.9243697478991597,0.04119850187265917
1.0,0.0037158655842000014,25,16/18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.03745318352059925
1.0,0.0037158655842000014,25,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.026217228464419477
1.0,0.0037158655842000014,26,15/18,0.8127340823970037,0.06741573033707865,0.1198501872659176,0.9234042553191489,0.04119850187265917
1.0,0.0037158655842000014,26,16/18,0.8352059925093633,0.056179775280898875,0.10861423220973783,0.9369747899159664,0.04119850187265917
1.0,0.0037158655842000014,26,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.026217228464419477
1.0,0.0037158655842000014,27,15/18,0.846441947565543,0.0749063670411985,0.07865168539325842,0.9186991869918699,0.04868913857677903
1.0,0.0037158655842000014,27,16/18,0.8651685393258427,0.06741573033707865,0.06741573033707865,0.927710843373494,0.0449438202247191
1.0,0.0037158655842000014,27,18/22,0.9063670411985019,0.026217228464419477,0.06741573033707865,0.9718875502008032,0.033707865168539325
1.0,0.0037158655842000014,28,15/18,0.8202247191011236,0.06367041198501873,0.11610486891385768,0.9279661016949152,0.0449438202247191
1.0,0.0037158655842000014,28,16/18,0.850187265917603,0.0599250936329588,0.0898876404494382,0.934156378600823,0.03745318352059925
1.0,0.0037158655842000014,28,18/22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.033707865168539325
1.0,0.0037158655842000014,29,15/18,0.8127340823970037,0.06741573033707865,0.1198501872659176,0.9234042553191489,0.0449438202247191
1.0,0.0037158655842000014,29,16/18,0.846441947565543,0.06367041198501873,0.0898876404494382,0.9300411522633745,0.04119850187265917
1.0,0.0037158655842000014,29,18/22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.026217228464419477
1.0,0.0037158655842000014,30,15/18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.04868913857677903
1.0,0.0037158655842000014,30,16/18,0.8689138576779026,0.052434456928838954,0.07865168539325842,0.943089430894309,0.0449438202247191
1.0,0.0037158655842000014,30,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.04119850187265917
1.0,0.0037158655842000014,31,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.03745318352059925
1.0,0.0037158655842000014,31,16/18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.03745318352059925
1.0,0.0037158655842000014,31,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.026217228464419477
1.0,0.0037158655842000014,32,15/18,0.8389513108614233,0.07116104868913857,0.0898876404494382,0.9218106995884774,0.052434456928838954
1.0,0.0037158655842000014,32,16/18,0.8614232209737828,0.06741573033707865,0.07116104868913857,0.9274193548387096,0.04868913857677903
1.0,0.0037158655842000014,32,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.03745318352059925
1.0,0.0037158655842000014,33,15/18,0.8202247191011236,0.06741573033707865,0.11235955056179775,0.9240506329113924,0.026217228464419477
1.0,0.0037158655842000014,33,16/18,0.850187265917603,0.06367041198501873,0.08614232209737828,0.930327868852459,0.026217228464419477
1.0,0.0037158655842000014,33,18/22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.02247191011235955
1.0,0.0037158655842000014,34,15/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.052434456928838954
1.0,0.0037158655842000014,34,16/18,0.850187265917603,0.0599250936329588,0.0898876404494382,0.934156378600823,0.0449438202247191
1.0,0.0037158655842000014,34,18/22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.02247191011235955
1.0,0.0037158655842000014,35,15/18,0.8389513108614233,0.056179775280898875,0.10486891385767791,0.9372384937238494,0.03745318352059925
1.0,0.0037158655842000014,35,16/18,0.8689138576779026,0.052434456928838954,0.07865168539325842,0.943089430894309,0.03745318352059925
1.0,0.0037158655842000014,35,18/22,0.9250936329588015,0.033707865168539325,0.04119850187265917,0.96484375,0.033707865168539325
1.0,0.0037158655842000014,36,15/18,0.8239700374531835,0.052434456928838954,0.12359550561797752,0.9401709401709402,0.03745318352059925
1.0,0.0037158655842000014,36,16/18,0.8539325842696629,0.04868913857677903,0.09737827715355805,0.946058091286307,0.03745318352059925
1.0,0.0037158655842000014,36,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.02247191011235955
1.0,0.0037158655842000014,37,15/18,0.8239700374531835,0.0749063670411985,0.10112359550561797,0.9166666666666666,0.0599250936329588
1.0,0.0037158655842000014,37,16/18,0.850187265917603,0.06741573033707865,0.08239700374531835,0.926530612244898,0.056179775280898875
1.0,0.0037158655842000014,37,18/22,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.0449438202247191
1.0,0.0037158655842000014,38,15/18,0.8352059925093633,0.052434456928838954,0.11235955056179775,0.9409282700421941,0.04119850187265917
1.0,0.0037158655842000014,38,16/18,0.8689138576779026,0.0449438202247191,0.08614232209737828,0.9508196721311475,0.03745318352059925
1.0,0.0037158655842000014,38,18/22,0.9288389513108615,0.026217228464419477,0.0449438202247191,0.9725490196078431,0.02247191011235955
1.0,0.0037158655842000014,39,15/18,0.8239700374531835,0.06741573033707865,0.10861423220973783,0.9243697478991597,0.04868913857677903
1.0,0.0037158655842000014,39,16/18,0.8539325842696629,0.06367041198501873,0.08239700374531835,0.9306122448979591,0.04868913857677903
1.0,0.0037158655842000014,39,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.0299625468164794
1.0,0.0037158655842000014,40,15/18,0.8164794007490637,0.06741573033707865,0.11610486891385768,0.923728813559322,0.033707865168539325
1.0,0.0037158655842000014,40,16/18,0.8426966292134831,0.06367041198501873,0.09363295880149813,0.9297520661157025,0.033707865168539325
1.0,0.0037158655842000014,40,18/22,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.018726591760299626
1.0,0.0037158655842000014,41,15/18,0.8127340823970037,0.07865168539325842,0.10861423220973783,0.9117647058823529,0.0449438202247191
1.0,0.0037158655842000014,41,16/18,0.8426966292134831,0.07116104868913857,0.08614232209737828,0.9221311475409836,0.04119850187265917
1.0,0.0037158655842000014,41,18/22,0.898876404494382,0.033707865168539325,0.06741573033707865,0.963855421686747,0.0299625468164794
1.0,0.0037158655842000014,42,15/18,0.8164794007490637,0.0599250936329588,0.12359550561797752,0.9316239316239316,0.033707865168539325
1.0,0.0037158655842000014,42,16/18,0.8426966292134831,0.056179775280898875,0.10112359550561797,0.9375,0.0299625468164794
1.0,0.0037158655842000014,42,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.018726591760299626
1.0,0.0037158655842000014,43,15/18,0.8239700374531835,0.07116104868913857,0.10486891385767791,0.9205020920502092,0.04119850187265917
1.0,0.0037158655842000014,43,16/18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.04119850187265917
1.0,0.0037158655842000014,43,18/22,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.033707865168539325
1.0,0.0037158655842000014,44,15/18,0.8277153558052435,0.056179775280898875,0.11610486891385768,0.9364406779661016,0.0299625468164794
1.0,0.0037158655842000014,44,16/18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.026217228464419477
1.0,0.0037158655842000014,44,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.0149812734082397
1.0,0.0037158655842000014,45,15/18,0.8239700374531835,0.0599250936329588,0.11610486891385768,0.9322033898305084,0.03745318352059925
1.0,0.0037158655842000014,45,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.033707865168539325
1.0,0.0037158655842000014,45,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
1.0,0.0037158655842000014,46,15/18,0.8314606741573034,0.056179775280898875,0.11235955056179775,0.9367088607594937,0.026217228464419477
1.0,0.0037158655842000014,46,16/18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.02247191011235955
1.0,0.0037158655842000014,46,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.02247191011235955
1.0,0.0037158655842000014,47,15/18,0.8127340823970037,0.0749063670411985,0.11235955056179775,0.9156118143459916,0.03745318352059925
1.0,0.0037158655842000014,47,16/18,0.8426966292134831,0.06741573033707865,0.0898876404494382,0.9259259259259259,0.033707865168539325
1.0,0.0037158655842000014,47,18/22,0.898876404494382,0.026217228464419477,0.0749063670411985,0.97165991902834,0.033707865168539325
1.0,0.0037158655842000014,48,15/18,0.850187265917603,0.0599250936329588,0.0898876404494382,0.934156378600823,0.03745318352059925
1.0,0.0037158655842000014,48,16/18,0.8726591760299626,0.056179775280898875,0.07116104868913857,0.9395161290322581,0.0299625468164794
1.0,0.0037158655842000014,48,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.018726591760299626
1.0,0.0037158655842000014,49,15/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.02247191011235955
1.0,0.0037158655842000014,49,16/18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.026217228464419477
1.0,0.0037158655842000014,49,18/22,0.9138576779026217,0.03745318352059925,0.04868913857677903,0.9606299212598425,0.0299625468164794
1.0,0.0037158655842000014,50,15/18,0.8089887640449438,0.07116104868913857,0.1198501872659176,0.9191489361702128,0.0299625468164794
1.0,0.0037158655842000014,50,16/18,0.8314606741573034,0.06367041198501873,0.10486891385767791,0.9288702928870293,0.0299625468164794
1.0,0.0037158655842000014,50,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
1.0,0.0037158655842000014,51,15/18,0.8389513108614233,0.06367041198501873,0.09737827715355805,0.9294605809128631,0.04119850187265917
1.0,0.0037158655842000014,51,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.033707865168539325
1.0,0.0037158655842000014,51,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.02247191011235955
1.0,0.0037158655842000014,52,15/18,0.8426966292134831,0.0599250936329588,0.09737827715355805,0.9336099585062241,0.04119850187265917
1.0,0.0037158655842000014,52,16/18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.03745318352059925
1.0,0.0037158655842000014,52,18/22,0.9213483146067416,0.0149812734082397,0.06367041198501873,0.984,0.0299625468164794
1.0,0.0037158655842000014,53,15/18,0.8352059925093633,0.056179775280898875,0.10861423220973783,0.9369747899159664,0.052434456928838954
1.0,0.0037158655842000014,53,16/18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.04868913857677903
1.0,0.0037158655842000014,53,18/22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.03745318352059925
1.0,0.0037158655842000014,54,15/18,0.8277153558052435,0.04868913857677903,0.12359550561797752,0.9444444444444444,0.03745318352059925
1.0,0.0037158655842000014,54,16/18,0.8576779026217228,0.0449438202247191,0.09737827715355805,0.950207468879668,0.0299625468164794
1.0,0.0037158655842000014,54,18/22,0.9288389513108615,0.02247191011235955,0.04868913857677903,0.9763779527559056,0.018726591760299626
1.0,0.0037158655842000014,55,15/18,0.8389513108614233,0.056179775280898875,0.10486891385767791,0.9372384937238494,0.018726591760299626
1.0,0.0037158655842000014,55,16/18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.018726591760299626
1.0,0.0037158655842000014,55,18/22,0.9250936329588015,0.018726591760299626,0.056179775280898875,0.9801587301587301,0.018726591760299626
1.0,0.0037158655842000014,56,15/18,0.8202247191011236,0.056179775280898875,0.12359550561797752,0.9358974358974359,0.04119850187265917
1.0,0.0037158655842000014,56,16/18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.03745318352059925
1.0,0.0037158655842000014,56,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.026217228464419477
1.0,0.0037158655842000014,57,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.04119850187265917
1.0,0.0037158655842000014,57,16/18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.033707865168539325
1.0,0.0037158655842000014,57,18/22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.02247191011235955
1.0,0.0037158655842000014,58,15/18,0.8352059925093633,0.0599250936329588,0.10486891385767791,0.9330543933054394,0.0299625468164794
1.0,0.0037158655842000014,58,16/18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.026217228464419477
1.0,0.0037158655842000014,58,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.018726591760299626
1.0,0.0037158655842000014,59,15/18,0.8277153558052435,0.07116104868913857,0.10112359550561797,0.9208333333333333,0.052434456928838954
1.0,0.0037158655842000014,59,16/18,0.850187265917603,0.06367041198501873,0.08614232209737828,0.930327868852459,0.0449438202247191
1.0,0.0037158655842000014,59,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.03745318352059925
1.0,0.0037158655842000014,60,15/18,0.8127340823970037,0.06741573033707865,0.1198501872659176,0.9234042553191489,0.033707865168539325
1.0,0.0037158655842000014,60,16/18,0.8426966292134831,0.06367041198501873,0.09363295880149813,0.9297520661157025,0.0299625468164794
1.0,0.0037158655842000014,60,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
1.0,0.0037158655842000014,61,15/18,0.8277153558052435,0.06741573033707865,0.10486891385767791,0.9246861924686193,0.0449438202247191
1.0,0.0037158655842000014,61,16/18,0.850187265917603,0.06367041198501873,0.08614232209737828,0.930327868852459,0.04119850187265917
1.0,0.0037158655842000014,61,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.0299625468164794
1.0,0.0037158655842000014,62,15/18,0.8202247191011236,0.06367041198501873,0.11610486891385768,0.9279661016949152,0.03745318352059925
1.0,0.0037158655842000014,62,16/18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.033707865168539325
1.0,0.0037158655842000014,62,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.0299625468164794
1.0,0.0037158655842000014,63,15/18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.03745318352059925
1.0,0.0037158655842000014,63,16/18,0.8689138576779026,0.052434456928838954,0.07865168539325842,0.943089430894309,0.03745318352059925
1.0,0.0037158655842000014,63,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.033707865168539325
1.0,0.0037158655842000014,64,15/18,0.8164794007490637,0.06741573033707865,0.11610486891385768,0.923728813559322,0.052434456928838954
1.0,0.0037158655842000014,64,16/18,0.8426966292134831,0.06741573033707865,0.0898876404494382,0.9259259259259259,0.0449438202247191
1.0,0.0037158655842000014,64,18/22,0.9138576779026217,0.04119850187265917,0.0449438202247191,0.9568627450980393,0.0299625468164794
1.0,0.0037158655842000014,65,15/18,0.8127340823970037,0.07865168539325842,0.10861423220973783,0.9117647058823529,0.056179775280898875
1.0,0.0037158655842000014,65,16/18,0.8389513108614233,0.07116104868913857,0.0898876404494382,0.9218106995884774,0.052434456928838954
1.0,0.0037158655842000014,65,18/22,0.9026217228464419,0.03745318352059925,0.0599250936329588,0.9601593625498008,0.04119850187265917
1.0,0.0037158655842000014,66,15/18,0.8314606741573034,0.0599250936329588,0.10861423220973783,0.9327731092436975,0.052434456928838954
1.0,0.0037158655842000014,66,16/18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.0449438202247191
1.0,0.0037158655842000014,66,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
1.0,0.0037158655842000014,67,15/18,0.8202247191011236,0.052434456928838954,0.12734082397003746,0.9399141630901288,0.056179775280898875
1.0,0.0037158655842000014,67,16/18,0.850187265917603,0.0449438202247191,0.10486891385767791,0.9497907949790795,0.052434456928838954
1.0,0.0037158655842000014,67,18/22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.0299625468164794
1.0,0.0037158655842000014,68,15/18,0.8089887640449438,0.07116104868913857,0.1198501872659176,0.9191489361702128,0.056179775280898875
1.0,0.0037158655842000014,68,16/18,0.8352059925093633,0.06367041198501873,0.10112359550561797,0.9291666666666667,0.056179775280898875
1.0,0.0037158655842000014,68,18/22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.0449438202247191
1.0,0.0037158655842000014,69,15/18,0.8277153558052435,0.0599250936329588,0.11235955056179775,0.9324894514767933,0.033707865168539325
1.0,0.0037158655842000014,69,16/18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.026217228464419477
1.0,0.0037158655842000014,69,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.0149812734082397
1.0,0.0037158655842000014,70,15/18,0.8202247191011236,0.0599250936329588,0.1198501872659176,0.9319148936170213,0.04119850187265917
1.0,0.0037158655842000014,70,16/18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.0299625468164794
1.0,0.0037158655842000014,70,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.018726591760299626
1.0,0.0037158655842000014,71,15/18,0.8127340823970037,0.06367041198501873,0.12359550561797752,0.9273504273504274,0.052434456928838954
1.0,0.0037158655842000014,71,16/18,0.850187265917603,0.056179775280898875,0.09363295880149813,0.9380165289256198,0.0449438202247191
1.0,0.0037158655842000014,71,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.04119850187265917
1.0,0.0037158655842000014,72,15/18,0.8239700374531835,0.06741573033707865,0.10861423220973783,0.9243697478991597,0.0449438202247191
1.0,0.0037158655842000014,72,16/18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.04119850187265917
1.0,0.0037158655842000014,72,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.026217228464419477
1.0,0.0037158655842000014,73,15/18,0.8277153558052435,0.06367041198501873,0.10861423220973783,0.9285714285714286,0.06367041198501873
1.0,0.0037158655842000014,73,16/18,0.8614232209737828,0.06367041198501873,0.0749063670411985,0.9311740890688259,0.056179775280898875
1.0,0.0037158655842000014,73,18/22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.0449438202247191
1.0,0.0037158655842000014,74,15/18,0.8239700374531835,0.06367041198501873,0.11235955056179775,0.9282700421940928,0.033707865168539325
1.0,0.0037158655842000014,74,16/18,0.846441947565543,0.056179775280898875,0.09737827715355805,0.9377593360995851,0.033707865168539325
1.0,0.0037158655842000014,74,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.02247191011235955
1.0,0.0037158655842000014,75,15/18,0.8277153558052435,0.056179775280898875,0.11610486891385768,0.9364406779661016,0.03745318352059925
1.0,0.0037158655842000014,75,16/18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.0299625468164794
1.0,0.0037158655842000014,75,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.02247191011235955
1.0,0.0037158655842000014,76,15/18,0.8202247191011236,0.06367041198501873,0.11610486891385768,0.9279661016949152,0.056179775280898875
1.0,0.0037158655842000014,76,16/18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.0599250936329588
1.0,0.0037158655842000014,76,18/22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.0449438202247191
1.0,0.0037158655842000014,77,15/18,0.8352059925093633,0.04868913857677903,0.11610486891385768,0.9449152542372882,0.04119850187265917
1.0,0.0037158655842000014,77,16/18,0.8651685393258427,0.0449438202247191,0.0898876404494382,0.9506172839506173,0.04119850187265917
1.0,0.0037158655842000014,77,18/22,0.9288389513108615,0.026217228464419477,0.0449438202247191,0.9725490196078431,0.0299625468164794
1.0,0.0037158655842000014,78,15/18,0.8239700374531835,0.06741573033707865,0.10861423220973783,0.9243697478991597,0.033707865168539325
1.0,0.0037158655842000014,78,16/18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.033707865168539325
1.0,0.0037158655842000014,78,18/22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.0299625468164794
1.0,0.0037158655842000014,79,15/18,0.8164794007490637,0.0749063670411985,0.10861423220973783,0.9159663865546218,0.03745318352059925
1.0,0.0037158655842000014,79,16/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.033707865168539325
1.0,0.0037158655842000014,79,18/22,0.9026217228464419,0.04119850187265917,0.056179775280898875,0.9563492063492064,0.0299625468164794
1.0,0.0037158655842000014,80,15/18,0.8014981273408239,0.07116104868913857,0.12734082397003746,0.9184549356223176,0.0449438202247191
1.0,0.0037158655842000014,80,16/18,0.8314606741573034,0.06367041198501873,0.10486891385767791,0.9288702928870293,0.04119850187265917
1.0,0.0037158655842000014,80,18/22,0.9026217228464419,0.026217228464419477,0.07116104868913857,0.9717741935483871,0.026217228464419477
1.0,0.0037158655842000014,81,15/18,0.8202247191011236,0.0599250936329588,0.1198501872659176,0.9319148936170213,0.06367041198501873
1.0,0.0037158655842000014,81,16/18,0.850187265917603,0.0599250936329588,0.0898876404494382,0.934156378600823,0.052434456928838954
1.0,0.0037158655842000014,81,18/22,0.9213483146067416,0.03745318352059925,0.04119850187265917,0.9609375,0.033707865168539325
1.0,0.0037158655842000014,82,15/18,0.8389513108614233,0.056179775280898875,0.10486891385767791,0.9372384937238494,0.033707865168539325
1.0,0.0037158655842000014,82,16/18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.026217228464419477
1.0,0.0037158655842000014,82,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.011235955056179775
1.0,0.0037158655842000014,83,15/18,0.8352059925093633,0.052434456928838954,0.11235955056179775,0.9409282700421941,0.026217228464419477
1.0,0.0037158655842000014,83,16/18,0.8651685393258427,0.04868913857677903,0.08614232209737828,0.9467213114754098,0.018726591760299626
1.0,0.0037158655842000014,83,18/22,0.9288389513108615,0.026217228464419477,0.0449438202247191,0.9725490196078431,0.011235955056179775
1.0,0.0037158655842000014,84,15/18,0.8239700374531835,0.056179775280898875,0.1198501872659176,0.9361702127659575,0.0449438202247191
1.0,0.0037158655842000014,84,16/18,0.8426966292134831,0.04868913857677903,0.10861423220973783,0.9453781512605042,0.04119850187265917
1.0,0.0037158655842000014,84,18/22,0.9288389513108615,0.026217228464419477,0.0449438202247191,0.9725490196078431,0.018726591760299626
1.0,0.0037158655842000014,85,15/18,0.8202247191011236,0.06367041198501873,0.11610486891385768,0.9279661016949152,0.03745318352059925
1.0,0.0037158655842000014,85,16/18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.033707865168539325
1.0,0.0037158655842000014,85,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
1.0,0.0037158655842000014,86,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.018726591760299626
1.0,0.0037158655842000014,86,16/18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.018726591760299626
1.0,0.0037158655842000014,86,18/22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.018726591760299626
1.0,0.0037158655842000014,87,15/18,0.8127340823970037,0.06741573033707865,0.1198501872659176,0.9234042553191489,0.056179775280898875
1.0,0.0037158655842000014,87,16/18,0.8352059925093633,0.0599250936329588,0.10486891385767791,0.9330543933054394,0.04868913857677903
1.0,0.0037158655842000014,87,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.03745318352059925
1.0,0.0037158655842000014,88,15/18,0.8426966292134831,0.0599250936329588,0.09737827715355805,0.9336099585062241,0.03745318352059925
1.0,0.0037158655842000014,88,16/18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.0299625468164794
1.0,0.0037158655842000014,88,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.033707865168539325
1.0,0.0037158655842000014,89,15/18,0.8277153558052435,0.0749063670411985,0.09737827715355805,0.91701244813278,0.056179775280898875
1.0,0.0037158655842000014,89,16/18,0.850187265917603,0.06741573033707865,0.08239700374531835,0.926530612244898,0.056179775280898875
1.0,0.0037158655842000014,89,18/22,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.026217228464419477
1.0,0.0037158655842000014,90,15/18,0.8127340823970037,0.0599250936329588,0.12734082397003746,0.9313304721030042,0.04868913857677903
1.0,0.0037158655842000014,90,16/18,0.850187265917603,0.056179775280898875,0.09363295880149813,0.9380165289256198,0.0449438202247191
1.0,0.0037158655842000014,90,18/22,0.9138576779026217,0.02247191011235955,0.06367041198501873,0.976,0.033707865168539325
1.0,0.0037158655842000014,91,15/18,0.8389513108614233,0.06367041198501873,0.09737827715355805,0.9294605809128631,0.0299625468164794
1.0,0.0037158655842000014,91,16/18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.033707865168539325
1.0,0.0037158655842000014,91,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.0299625468164794
1.0,0.0037158655842000014,92,15/18,0.8277153558052435,0.0599250936329588,0.11235955056179775,0.9324894514767933,0.04868913857677903
1.0,0.0037158655842000014,92,16/18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.03745318352059925
1.0,0.0037158655842000014,92,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.033707865168539325
1.0,0.0037158655842000014,93,15/18,0.8314606741573034,0.056179775280898875,0.11235955056179775,0.9367088607594937,0.04868913857677903
1.0,0.0037158655842000014,93,16/18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.03745318352059925
1.0,0.0037158655842000014,93,18/22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.0299625468164794
1.0,0.0037158655842000014,94,15/18,0.8239700374531835,0.0599250936329588,0.11610486891385768,0.9322033898305084,0.04119850187265917
