误差倍数,误差标准差,repeat,方案,确定达标比例,确定未达标比例,区间不确定比例,已知状态达标率,状态改变率
0.5,0.0018579327921000007,130,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.02247191011235955
0.5,0.0018579327921000007,130,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.02247191011235955
0.5,0.0018579327921000007,130,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.02247191011235955
0.5,0.0018579327921000007,130,问题2_16_18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.0299625468164794
0.5,0.0018579327921000007,131,v2数据切点35.33,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.018726591760299626
0.5,0.0018579327921000007,131,v2整数切点35_开发18_23,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.018726591760299626
0.5,0.0018579327921000007,131,v2整数切点35_部署18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.018726591760299626
0.5,0.0018579327921000007,131,问题2_18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,131,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.033707865168539325
0.5,0.0018579327921000007,132,v2数据切点35.33,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.02247191011235955
0.5,0.0018579327921000007,132,v2整数切点35_开发18_23,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.02247191011235955
0.5,0.0018579327921000007,132,v2整数切点35_部署18_22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.02247191011235955
0.5,0.0018579327921000007,132,问题2_18_22,0.9250936329588015,0.02247191011235955,0.052434456928838954,0.9762845849802372,0.02247191011235955
0.5,0.0018579327921000007,132,问题2_16_18,0.8689138576779026,0.04868913857677903,0.08239700374531835,0.9469387755102041,0.026217228464419477
0.5,0.0018579327921000007,133,v2数据切点35.33,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.02247191011235955
0.5,0.0018579327921000007,133,v2整数切点35_开发18_23,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.02247191011235955
0.5,0.0018579327921000007,133,v2整数切点35_部署18_22,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.02247191011235955
0.5,0.0018579327921000007,133,问题2_18_22,0.9138576779026217,0.03745318352059925,0.04868913857677903,0.9606299212598425,0.02247191011235955
0.5,0.0018579327921000007,133,问题2_16_18,0.8614232209737828,0.0599250936329588,0.07865168539325842,0.9349593495934959,0.02247191011235955
0.5,0.0018579327921000007,134,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.0149812734082397
0.5,0.0018579327921000007,134,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.0149812734082397
0.5,0.0018579327921000007,134,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.0149812734082397
0.5,0.0018579327921000007,134,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.0149812734082397
0.5,0.0018579327921000007,134,问题2_16_18,0.850187265917603,0.06741573033707865,0.08239700374531835,0.926530612244898,0.026217228464419477
0.5,0.0018579327921000007,135,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,135,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,135,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,135,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,135,问题2_16_18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.018726591760299626
0.5,0.0018579327921000007,136,v2数据切点35.33,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.02247191011235955
0.5,0.0018579327921000007,136,v2整数切点35_开发18_23,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.02247191011235955
0.5,0.0018579327921000007,136,v2整数切点35_部署18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.02247191011235955
0.5,0.0018579327921000007,136,问题2_18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.02247191011235955
0.5,0.0018579327921000007,136,问题2_16_18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.03745318352059925
0.5,0.0018579327921000007,137,v2数据切点35.33,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.003745318352059925
0.5,0.0018579327921000007,137,v2整数切点35_开发18_23,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.003745318352059925
0.5,0.0018579327921000007,137,v2整数切点35_部署18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.003745318352059925
0.5,0.0018579327921000007,137,问题2_18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.003745318352059925
0.5,0.0018579327921000007,137,问题2_16_18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.0149812734082397
0.5,0.0018579327921000007,138,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.00749063670411985
0.5,0.0018579327921000007,138,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.00749063670411985
0.5,0.0018579327921000007,138,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.00749063670411985
0.5,0.0018579327921000007,138,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.00749063670411985
0.5,0.0018579327921000007,138,问题2_16_18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.011235955056179775
0.5,0.0018579327921000007,139,v2数据切点35.33,0.9063670411985019,0.026217228464419477,0.06741573033707865,0.9718875502008032,0.02247191011235955
0.5,0.0018579327921000007,139,v2整数切点35_开发18_23,0.9063670411985019,0.026217228464419477,0.06741573033707865,0.9718875502008032,0.02247191011235955
0.5,0.0018579327921000007,139,v2整数切点35_部署18_22,0.9063670411985019,0.026217228464419477,0.06741573033707865,0.9718875502008032,0.02247191011235955
0.5,0.0018579327921000007,139,问题2_18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,139,问题2_16_18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.026217228464419477
0.5,0.0018579327921000007,140,v2数据切点35.33,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.02247191011235955
0.5,0.0018579327921000007,140,v2整数切点35_开发18_23,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.02247191011235955
0.5,0.0018579327921000007,140,v2整数切点35_部署18_22,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.02247191011235955
0.5,0.0018579327921000007,140,问题2_18_22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.02247191011235955
0.5,0.0018579327921000007,140,问题2_16_18,0.8539325842696629,0.06741573033707865,0.07865168539325842,0.926829268292683,0.02247191011235955
0.5,0.0018579327921000007,141,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,141,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,141,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,141,问题2_18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.02247191011235955
0.5,0.0018579327921000007,141,问题2_16_18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.026217228464419477
0.5,0.0018579327921000007,142,v2数据切点35.33,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.011235955056179775
0.5,0.0018579327921000007,142,v2整数切点35_开发18_23,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.011235955056179775
0.5,0.0018579327921000007,142,v2整数切点35_部署18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.011235955056179775
0.5,0.0018579327921000007,142,问题2_18_22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.011235955056179775
0.5,0.0018579327921000007,142,问题2_16_18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.018726591760299626
0.5,0.0018579327921000007,143,v2数据切点35.33,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.026217228464419477
0.5,0.0018579327921000007,143,v2整数切点35_开发18_23,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.026217228464419477
0.5,0.0018579327921000007,143,v2整数切点35_部署18_22,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.026217228464419477
0.5,0.0018579327921000007,143,问题2_18_22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.026217228464419477
0.5,0.0018579327921000007,143,问题2_16_18,0.8539325842696629,0.06741573033707865,0.07865168539325842,0.926829268292683,0.033707865168539325
0.5,0.0018579327921000007,144,v2数据切点35.33,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.00749063670411985
0.5,0.0018579327921000007,144,v2整数切点35_开发18_23,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.00749063670411985
0.5,0.0018579327921000007,144,v2整数切点35_部署18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.00749063670411985
0.5,0.0018579327921000007,144,问题2_18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.00749063670411985
0.5,0.0018579327921000007,144,问题2_16_18,0.8689138576779026,0.056179775280898875,0.0749063670411985,0.9392712550607287,0.0149812734082397
0.5,0.0018579327921000007,145,v2数据切点35.33,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.0149812734082397
0.5,0.0018579327921000007,145,v2整数切点35_开发18_23,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.0149812734082397
0.5,0.0018579327921000007,145,v2整数切点35_部署18_22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.0149812734082397
0.5,0.0018579327921000007,145,问题2_18_22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.0149812734082397
0.5,0.0018579327921000007,145,问题2_16_18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.0149812734082397
0.5,0.0018579327921000007,146,v2数据切点35.33,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,146,v2整数切点35_开发18_23,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,146,v2整数切点35_部署18_22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,146,问题2_18_22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.011235955056179775
0.5,0.0018579327921000007,146,问题2_16_18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.0149812734082397
0.5,0.0018579327921000007,147,v2数据切点35.33,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.0149812734082397
0.5,0.0018579327921000007,147,v2整数切点35_开发18_23,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.0149812734082397
0.5,0.0018579327921000007,147,v2整数切点35_部署18_22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.0149812734082397
0.5,0.0018579327921000007,147,问题2_18_22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.0149812734082397
0.5,0.0018579327921000007,147,问题2_16_18,0.8651685393258427,0.0599250936329588,0.0749063670411985,0.9352226720647774,0.0299625468164794
0.5,0.0018579327921000007,148,v2数据切点35.33,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.003745318352059925
0.5,0.0018579327921000007,148,v2整数切点35_开发18_23,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.003745318352059925
0.5,0.0018579327921000007,148,v2整数切点35_部署18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.003745318352059925
0.5,0.0018579327921000007,148,问题2_18_22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.003745318352059925
0.5,0.0018579327921000007,148,问题2_16_18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.0149812734082397
0.5,0.0018579327921000007,149,v2数据切点35.33,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.018726591760299626
0.5,0.0018579327921000007,149,v2整数切点35_开发18_23,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.018726591760299626
0.5,0.0018579327921000007,149,v2整数切点35_部署18_22,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.018726591760299626
0.5,0.0018579327921000007,149,问题2_18_22,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.018726591760299626
0.5,0.0018579327921000007,149,问题2_16_18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.026217228464419477
0.5,0.0018579327921000007,150,v2数据切点35.33,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.00749063670411985
0.5,0.0018579327921000007,150,v2整数切点35_开发18_23,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.00749063670411985
0.5,0.0018579327921000007,150,v2整数切点35_部署18_22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.00749063670411985
0.5,0.0018579327921000007,150,问题2_18_22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.00749063670411985
0.5,0.0018579327921000007,150,问题2_16_18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.0149812734082397
0.5,0.0018579327921000007,151,v2数据切点35.33,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,151,v2整数切点35_开发18_23,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,151,v2整数切点35_部署18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,151,问题2_18_22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.011235955056179775
0.5,0.0018579327921000007,151,问题2_16_18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.0149812734082397
0.5,0.0018579327921000007,152,v2数据切点35.33,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
0.5,0.0018579327921000007,152,v2整数切点35_开发18_23,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
0.5,0.0018579327921000007,152,v2整数切点35_部署18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
0.5,0.0018579327921000007,152,问题2_18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.018726591760299626
0.5,0.0018579327921000007,152,问题2_16_18,0.846441947565543,0.056179775280898875,0.09737827715355805,0.9377593360995851,0.026217228464419477
0.5,0.0018579327921000007,153,v2数据切点35.33,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.011235955056179775
0.5,0.0018579327921000007,153,v2整数切点35_开发18_23,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.011235955056179775
0.5,0.0018579327921000007,153,v2整数切点35_部署18_22,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.011235955056179775
0.5,0.0018579327921000007,153,问题2_18_22,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.011235955056179775
0.5,0.0018579327921000007,153,问题2_16_18,0.850187265917603,0.06367041198501873,0.08614232209737828,0.930327868852459,0.0149812734082397
0.5,0.0018579327921000007,154,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,154,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,154,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,154,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.018726591760299626
0.5,0.0018579327921000007,154,问题2_16_18,0.8614232209737828,0.06367041198501873,0.0749063670411985,0.9311740890688259,0.02247191011235955
0.5,0.0018579327921000007,155,v2数据切点35.33,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,155,v2整数切点35_开发18_23,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,155,v2整数切点35_部署18_22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,155,问题2_18_22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.011235955056179775
0.5,0.0018579327921000007,155,问题2_16_18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.0149812734082397
0.5,0.0018579327921000007,156,v2数据切点35.33,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.0149812734082397
0.5,0.0018579327921000007,156,v2整数切点35_开发18_23,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.0149812734082397
0.5,0.0018579327921000007,156,v2整数切点35_部署18_22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.0149812734082397
0.5,0.0018579327921000007,156,问题2_18_22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.0149812734082397
0.5,0.0018579327921000007,156,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.0149812734082397
0.5,0.0018579327921000007,157,v2数据切点35.33,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.02247191011235955
0.5,0.0018579327921000007,157,v2整数切点35_开发18_23,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.02247191011235955
0.5,0.0018579327921000007,157,v2整数切点35_部署18_22,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.02247191011235955
0.5,0.0018579327921000007,157,问题2_18_22,0.9213483146067416,0.03745318352059925,0.04119850187265917,0.9609375,0.02247191011235955
0.5,0.0018579327921000007,157,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.033707865168539325
0.5,0.0018579327921000007,158,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.00749063670411985
0.5,0.0018579327921000007,158,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.00749063670411985
0.5,0.0018579327921000007,158,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.00749063670411985
0.5,0.0018579327921000007,158,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.00749063670411985
0.5,0.0018579327921000007,158,问题2_16_18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.0149812734082397
0.5,0.0018579327921000007,159,v2数据切点35.33,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,159,v2整数切点35_开发18_23,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,159,v2整数切点35_部署18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,159,问题2_18_22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.018726591760299626
0.5,0.0018579327921000007,159,问题2_16_18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.0299625468164794
0.5,0.0018579327921000007,160,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,160,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,160,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,160,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,160,问题2_16_18,0.8689138576779026,0.056179775280898875,0.0749063670411985,0.9392712550607287,0.018726591760299626
0.5,0.0018579327921000007,161,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
0.5,0.0018579327921000007,161,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
0.5,0.0018579327921000007,161,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
0.5,0.0018579327921000007,161,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.026217228464419477
0.5,0.0018579327921000007,161,问题2_16_18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.026217228464419477
0.5,0.0018579327921000007,162,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
0.5,0.0018579327921000007,162,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
0.5,0.0018579327921000007,162,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
0.5,0.0018579327921000007,162,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.011235955056179775
0.5,0.0018579327921000007,162,问题2_16_18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.018726591760299626
0.5,0.0018579327921000007,163,v2数据切点35.33,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.018726591760299626
0.5,0.0018579327921000007,163,v2整数切点35_开发18_23,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.018726591760299626
0.5,0.0018579327921000007,163,v2整数切点35_部署18_22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.018726591760299626
0.5,0.0018579327921000007,163,问题2_18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.018726591760299626
0.5,0.0018579327921000007,163,问题2_16_18,0.8614232209737828,0.0599250936329588,0.07865168539325842,0.9349593495934959,0.018726591760299626
0.5,0.0018579327921000007,164,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0
0.5,0.0018579327921000007,164,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0
0.5,0.0018579327921000007,164,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0
0.5,0.0018579327921000007,164,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0
0.5,0.0018579327921000007,164,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.00749063670411985
0.5,0.0018579327921000007,165,v2数据切点35.33,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.00749063670411985
0.5,0.0018579327921000007,165,v2整数切点35_开发18_23,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.00749063670411985
0.5,0.0018579327921000007,165,v2整数切点35_部署18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.00749063670411985
0.5,0.0018579327921000007,165,问题2_18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.00749063670411985
0.5,0.0018579327921000007,165,问题2_16_18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.018726591760299626
0.5,0.0018579327921000007,166,v2数据切点35.33,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,166,v2整数切点35_开发18_23,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,166,v2整数切点35_部署18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,166,问题2_18_22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.011235955056179775
0.5,0.0018579327921000007,166,问题2_16_18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.018726591760299626
0.5,0.0018579327921000007,167,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0299625468164794
0.5,0.0018579327921000007,167,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0299625468164794
0.5,0.0018579327921000007,167,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0299625468164794
0.5,0.0018579327921000007,167,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0299625468164794
0.5,0.0018579327921000007,167,问题2_16_18,0.8614232209737828,0.0599250936329588,0.07865168539325842,0.9349593495934959,0.0449438202247191
0.5,0.0018579327921000007,168,v2数据切点35.33,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,168,v2整数切点35_开发18_23,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,168,v2整数切点35_部署18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,168,问题2_18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.02247191011235955
0.5,0.0018579327921000007,168,问题2_16_18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.0299625468164794
0.5,0.0018579327921000007,169,v2数据切点35.33,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.02247191011235955
0.5,0.0018579327921000007,169,v2整数切点35_开发18_23,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.02247191011235955
